claim_id,product_id,product_name,product_category,brand,model_number,serial_number_entered,serial_number_on_receipt,serial_number_on_warranty_card,purchase_date,purchase_price,retailer,warranty_start,warranty_end,warranty_provider,warranty_type,fault_date,claim_submission_date,fault_type,fault_description,damage_type,product_age_months,remaining_warranty_days,repair_history_count,previous_repair_authorized,receipt_uploaded,warranty_card_uploaded,product_image_uploaded,fault_evidence_uploaded,repair_report_uploaded,missing_doc_count,serial_mismatch_flag,date_contradiction_flag,excluded_damage,duplicate_claim_flag,class_label
CLM-00471,PRD-24136,OLED 4K Smart TV,Electronics,LG,LG-ELE-998,SNLG345684,SNLG345684,SNLG345684,2024-10-15,1386.32,Direct Manufacturer Store,2024-10-15,2027-10-15,AssureX Extended Guard,Extended,2024-09-06,2024-11-01,Display Defect,Vertical colored line artifacts appeared across OLED panel without impact.,Manufacturing,0,1134,0,True,True,True,True,True,False,0,False,True,False,False,Manual Review Required
CLM-00472,PRD-84447,Smart Dishwasher 24-inch,Appliances,Bosch,BOS-APP-711,SNBO831519,SNBO831519,SNBO831519,2023-08-05,920.35,Lowe's,2023-08-05,2026-08-04,Bosch Care Protection,Standard,2024-12-22,2025-01-04,Manufacturing Defect,Device shut down unexpectedly and fails to power back on under normal conditions.,Manufacturing,16,590,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00473,PRD-36267,Gaming Desktop Rig,Electronics,Asus,ASU-ELE-269,SNAS582961,SNAS582961,SNAS582961,2023-09-25,1573.12,Amazon Electronics,2023-09-25,2025-09-24,Asus Care Protection,Standard,2024-01-15,2024-01-18,Electrical Failure,Internal circuit shorted during regular use with standard power supply.,Manufacturing,3,618,0,True,False,True,True,True,False,1,False,False,False,False,Likely Invalid
CLM-00474,PRD-10648,ProBook Laptop 15-inch,Electronics,Dell,DEL-ELE-801,SNDE682324,SNDE682324,SNDE682324,2025-01-11,1010.03,B&H Photo,2025-01-11,2027-01-11,Dell Care Protection,Standard,2025-01-02,2025-01-31,Display Defect,Backlight flickering continuously on left half of screen.,Manufacturing,0,739,0,True,True,True,True,True,False,0,False,True,False,False,Manual Review Required
CLM-00475,PRD-60800,Gaming Desktop Rig,Electronics,Asus,ASU-ELE-951,SNAS585998,SNAS585998,SNAS585998,2023-07-19,2095.11,BestBuy,2023-07-19,2025-07-18,Asus Care Protection,Standard,2024-11-29,2024-12-14,Electrical Failure,No current flowing to main motor despite active input power.,Electrical,16,231,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00476,PRD-74003,Electronic Fuel Injector Kit,Automotive,Continental Auto,CON-AUT-711,SNCO512982,SNCO512982,SNCO512982,2023-02-11,446.73,O'Reilly Auto,2023-02-11,2024-02-11,Continental Auto Care Protection,Standard,2023-07-11,2023-07-17,Improper Installation,Unspecified system degradation observed during normal operating routine.,Improper Installation,4,215,0,True,True,True,True,True,False,0,False,False,True,False,Likely Invalid
CLM-00477,PRD-94617,Electric Range Oven,Appliances,Whirlpool,WHI-APP-713,SNWH888198,SNWH888198,SNWH888198,2023-12-24,1110.2,Home Depot,2023-12-24,2026-12-23,Whirlpool Care Protection,Standard,2025-10-29,2025-11-02,Manufacturing Defect,Device shut down unexpectedly and fails to power back on under normal conditions.,Manufacturing,22,420,1,True,True,True,True,True,True,0,False,False,False,False,Likely Valid
CLM-00478,PRD-98509,Front-Load Washing Machine,Appliances,KitchenAid,KIT-APP-535,SNKI258070,SNKI258070,SNKI258070,2025-01-16,819.39,Costco,2025-01-16,2028-01-16,KitchenAid Care Protection,Standard,2024-12-18,2025-01-26,Motor Failure,"Motor winding resistance out of spec, causing tripping.",Manufacturing,0,1124,0,True,True,True,True,True,False,0,False,True,False,False,Manual Review Required
CLM-00479,PRD-95966,Ceramic Brake Pad Set,Automotive,K&N,K&N-AUT-576,SNK&945392,SNK&945392,SNK&945392,2024-09-20,105.97,AutoZone,2024-09-20,2025-09-20,K&N Care Protection,Standard,2024-12-24,2024-12-30,Premature Wear,Bushing cracked prematurely during regular non-commercial transit.,Manufacturing,3,270,1,True,True,True,True,True,True,0,False,False,False,False,Likely Valid
CLM-00480,PRD-65703,Heavy-Duty Clothes Dryer,Appliances,KitchenAid,KIT-APP-511,SNKI542978,SNKI542978,SNKI542978,2024-02-06,926.84,Sears Appliance Outlet,2024-02-06,2027-02-05,KitchenAid Care Protection,Standard,2026-09-15,2026-09-24,Compressor Failure,"Cooling cycle fails to start, compressor is non-responsive.",Manufacturing,31,143,3,True,True,True,True,True,True,0,False,False,False,False,Manual Review Required
CLM-00481,PRD-60262,Galaxy Ultra Smartphone,Electronics,HP,HP-ELE-904,SNHP287526,SNHP287526,SNHP287526,2023-05-05,1241.05,Direct Manufacturer Store,2023-05-05,2025-05-04,HP Care Protection,Standard,2023-08-25,2023-08-31,Display Defect,Backlight flickering continuously on left half of screen.,Manufacturing,3,618,1,True,True,True,True,True,True,0,False,False,False,False,Likely Valid
CLM-00482,PRD-88555,OLED 4K Smart TV,Electronics,LG,LG-ELE-224,SNLG613405,SNLG613405,SNLG613405,2024-07-27,1240.92,BestBuy,2024-07-27,2026-07-27,LG Care Protection,Standard,2025-08-06,2025-08-17,Software Malfunction,Main OS freezes on start screen; hardware diagnostic passes.,Unauthorized Modification,12,355,2,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-00483,PRD-88089,Gaming Desktop Rig,Electronics,HP,HP-ELE-117,SNHP568472,SNHP568472,SNHP568472,2023-06-23,1812.73,BestBuy,2023-06-23,2025-06-22,HP Care Protection,Standard,2025-11-25,2025-12-09,Electrical Failure,Internal circuit shorted during regular use with standard power supply.,Manufacturing,29,-156,0,True,True,True,True,True,False,0,False,False,False,False,Likely Invalid
CLM-00484,PRD-46004,Front-Load Washing Machine,Appliances,Whirlpool,WHI-APP-844,SNWH251670,SNWH251670,SNWH251670,2024-06-20,937.69,Costco,2024-06-20,2028-06-20,AssureX Extended Guard,Extended,2028-01-05,2028-01-09,Control Board Failure,Capacitor blown on the primary controller board without power surge.,Electrical Failure,42,167,0,True,True,True,True,False,False,1,False,False,False,False,Manual Review Required
CLM-00485,PRD-93599,Ceramic Brake Pad Set,Automotive,Bosch Auto,BOS-AUT-434,SNBO490904,SNBO490904,SNBO490904,2023-06-07,103.84,RockAuto,2023-06-07,2025-06-06,AssureX Extended Guard,Extended,2024-06-12,2024-06-24,Manufacturing Defect,Internal solder joint loosened causing intermittent power disconnects.,Manufacturing,12,359,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00486,PRD-66811,ABS Wheel Speed Sensor,Automotive,Denso,DEN-AUT-363,SNDE856646,SNDE856646,SNDE856646,2023-06-30,105.56,AutoZone,2023-06-30,2024-06-29,Denso Care Protection,Standard,2024-01-16,2024-01-21,Material Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,6,165,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00487,PRD-46287,Active Noise Cancelling Headphones,Electronics,Asus,ASU-ELE-878,SNAS558170,SNAS558170,SNAS558170,2025-02-18,268.78,Amazon Electronics,2025-02-18,2027-02-18,Asus Care Protection,Standard,2026-04-12,2026-04-19,Electrical Failure,Internal circuit shorted during regular use with standard power supply.,Electrical,13,312,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00488,PRD-88522,Convection Microwave Oven,Appliances,Whirlpool,WHI-APP-772,SNWH236070,SNWH236070,SNWH236070,2024-05-09,307.17,Costco,2024-05-09,2027-05-09,Whirlpool Care Protection,Standard,2025-06-03,2025-06-07,Manufacturing Defect,Device shut down unexpectedly and fails to power back on under normal conditions.,Manufacturing,12,705,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00489,PRD-93200,Heavy-Duty Clothes Dryer,Appliances,KitchenAid,KIT-APP-723,SNKI967146,SNKI967146,SNKI967146,2024-05-25,827.41,Costco,2024-05-25,2028-05-25,AssureX Extended Guard,Extended,2026-05-01,2026-05-16,Electrical Wiring Defect,Unspecified system degradation observed during normal operating routine.,Electrical,23,755,0,True,True,False,True,True,False,1,False,False,False,False,Likely Valid
CLM-00490,PRD-79761,Front-Load Washing Machine,Appliances,Samsung,SAM-APP-573,SNSA995857,SNSA995857,SNSA995857,2023-09-22,974.97,Lowe's,2023-09-22,2027-09-22,AssureX Extended Guard,Extended,2025-01-14,2025-01-21,Manufacturing Defect,Factory assembly defect leading to unprovoked system failure.,Manufacturing,15,981,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00491,PRD-49850,Galaxy Ultra Smartphone,Electronics,HP,HP-ELE-312,SNHP884346,SNHP884346,SNHP884346,2024-03-29,1242.7,B&H Photo,2024-03-29,2026-03-29,HP Care Protection,Standard,2025-03-04,2025-03-15,Component Failure,Cooling fan bearing seized up leading to emergency thermal shutdown.,Manufacturing,11,390,0,True,True,False,True,True,False,1,False,False,False,False,Likely Valid
CLM-00492,PRD-40765,OLED 4K Smart TV,Electronics,Lenovo,LEN-ELE-869,SNLE397677,SNLE397677,SNLE397677,2024-08-05,1287.09,Target,2024-08-05,2026-08-05,Lenovo Care Protection,Standard,2025-06-03,2025-06-13,Manufacturing Defect,Device shut down unexpectedly and fails to power back on under normal conditions.,Manufacturing,9,428,0,True,True,False,True,True,False,1,False,False,False,False,Likely Valid
CLM-00493,PRD-82098,ProBook Laptop 15-inch,Electronics,LG,LG-ELE-985,SNLG266846,SNLG266846,SNLG266846,2024-09-26,983.24,Target,2024-09-26,2026-09-26,LG Care Protection,Standard,2025-12-28,2026-01-07,Physical Impact,Unspecified system degradation observed during normal operating routine.,Physical Impact,15,272,0,True,True,True,True,True,False,0,False,False,True,False,Likely Invalid
CLM-00494,PRD-62948,Tablet 11-inch Display,Electronics,Samsung,SAM-ELE-614,SNSA661645,SNSA661645,SNSA661645,2025-02-07,690.95,Amazon Electronics,2025-02-07,2028-02-07,AssureX Extended Guard,Extended,2025-01-07,2025-02-17,Electrical Failure,No current flowing to main motor despite active input power.,Manufacturing,0,1126,0,True,True,True,True,True,False,0,False,True,False,False,Manual Review Required
CLM-00495,PRD-60246,Smart Watch Series 7,Electronics,HP,HP-ELE-771,SNHP280638,SNHP280638,SNHP280638,2024-10-11,448.21,BestBuy,2024-10-11,2027-10-11,AssureX Extended Guard,Extended,2025-12-01,2025-12-02,Display Defect,Vertical colored line artifacts appeared across OLED panel without impact.,Component Failure,13,679,1,False,True,True,True,True,False,1,False,False,False,False,Manual Review Required
CLM-00496,PRD-12992,Electric Range Oven,Appliances,GE Appliances,GE -APP-182,SNGE728692,SNGE728692,SNGE728692,2024-05-19,1186.06,Costco,2024-05-19,2027-05-19,GE Appliances Care Protection,Standard,2027-02-09,2027-02-20,Accidental Damage,Heavy object fell directly on top of the chassis during home move.,Accidental Damage,32,99,0,True,True,True,True,True,False,0,False,False,True,True,Likely Invalid
CLM-00497,PRD-32965,Active Noise Cancelling Headphones,Electronics,Lenovo,LEN-ELE-970,SNLE269218,SNLE269218,SNLE269218,2025-01-03,289.27,Amazon Electronics,2025-01-03,2027-01-03,Lenovo Care Protection,Standard,2025-10-04,2025-10-07,Software Malfunction,System firmware entered boot loop following manufacturer OTA update.,Manufacturing,9,456,0,True,True,False,True,True,False,1,False,False,False,False,Likely Valid
CLM-00498,PRD-33183,Active Noise Cancelling Headphones,Electronics,Asus,ASU-ELE-800,SNAS732552,SNAS732552,SNAS732552,2024-12-17,287.69,Amazon Electronics,2024-12-17,2026-12-17,Asus Care Protection,Standard,2025-06-28,2025-07-02,Component Failure,Sensor module stopped transmitting readings to the main board.,Manufacturing,6,537,0,True,False,True,True,True,False,1,False,False,False,True,Likely Invalid
CLM-00499,PRD-60504,Heavy-Duty Clothes Dryer,Appliances,Whirlpool,WHI-APP-793,SNWH526085,SNWH526085,SNWH526085,2023-04-20,957.46,Costco,2023-04-20,2027-04-20,AssureX Extended Guard,Extended,2024-08-17,2024-09-01,Control Board Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,15,976,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00500,PRD-57628,Mirrorless Camera Body,Electronics,Sony,SON-ELE-931,SNSO517749,SNSO517749,SNSO517749,2024-09-12,1712.92,BestBuy,2024-09-12,2027-09-12,AssureX Extended Guard,Extended,2026-05-07,2026-05-20,Manufacturing Defect,Factory assembly defect leading to unprovoked system failure.,Manufacturing,19,493,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00501,PRD-28605,Heavy-Duty Clothes Dryer,Appliances,Whirlpool,WHI-APP-273,SNWH484265,SNWH484292,SNWH484265,2024-01-13,812.13,Sears Appliance Outlet,2024-01-13,2028-01-13,AssureX Extended Guard,Extended,2025-08-06,2025-08-08,Compressor Failure,Compressor clicking repeatedly and unable to compress refrigerant.,Manufacturing,18,890,0,True,True,True,True,True,False,0,True,False,False,False,Manual Review Required
CLM-00502,PRD-53340,Active Noise Cancelling Headphones,Electronics,Asus,ASU-ELE-875,SNAS372629,SNAS372629,SNAS372629,2024-11-30,276.35,Target,2024-11-30,2026-11-30,Asus Care Protection,Standard,2026-08-30,2026-08-31,Electrical Failure,Internal circuit shorted during regular use with standard power supply.,Manufacturing,20,92,0,True,False,True,True,True,False,1,False,False,False,False,Likely Invalid
CLM-00503,PRD-50194,Active Noise Cancelling Headphones,Electronics,Sony,SON-ELE-479,SNSO690913,SNSO690913,SNSO690913,2023-09-03,278.63,B&H Photo,2023-09-03,2025-09-02,Sony Care Protection,Standard,2024-12-26,2025-01-06,Software Malfunction,System firmware entered boot loop following manufacturer OTA update.,Unauthorized Modification,15,250,2,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-00504,PRD-86445,Convection Microwave Oven,Appliances,LG,LG-APP-363,SNLG767693,SNLG767693,SNLG767693,2024-04-15,301.17,Lowe's,2024-04-15,2027-04-15,LG Care Protection,Standard,2026-05-17,2026-05-18,Compressor Failure,"Cooling cycle fails to start, compressor is non-responsive.",Manufacturing,25,333,1,True,True,True,True,True,True,0,False,False,False,False,Likely Valid
CLM-00505,PRD-51195,Tablet 11-inch Display,Electronics,Apple,APP-ELE-759,SNAP263448,SNAP263448,SNAP263448,2025-03-23,705.16,Direct Manufacturer Store,2025-03-23,2027-03-23,Apple Care Protection,Standard,2026-01-19,2026-02-02,Component Failure,Sensor module stopped transmitting readings to the main board.,Manufacturing,9,428,1,True,True,True,True,True,True,0,False,False,False,False,Likely Valid
CLM-00506,PRD-37057,French Door Refrigerator,Appliances,Samsung,SAM-APP-784,SNSA167898,SNSA167898,SNSA167898,2023-12-15,1579.11,Sears Appliance Outlet,2023-12-15,2026-12-14,Samsung Care Protection,Standard,2023-11-04,2023-12-23,Control Board Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,0,1136,0,True,True,True,True,True,False,0,False,True,False,False,Manual Review Required
CLM-00507,PRD-39933,OLED 4K Smart TV,Electronics,Asus,ASU-ELE-960,SNAS882506,SNAS882506,SNAS882506,2023-11-11,1425.96,Direct Manufacturer Store,2023-11-11,2025-11-10,Asus Care Protection,Standard,2025-02-02,2025-02-03,Component Failure,Sensor module stopped transmitting readings to the main board.,Manufacturing,14,281,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00508,PRD-68541,Heavy-Duty Clothes Dryer,Appliances,GE Appliances,GE -APP-650,SNGE183306,SNGE183306,SNGE183306,2025-05-30,990.54,Home Depot,2025-05-30,2028-05-29,GE Appliances Care Protection,Standard,2026-07-18,2026-07-23,Control Board Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,13,681,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00509,PRD-21974,ProBook Laptop 15-inch,Electronics,Asus,ASU-ELE-141,SNAS738727,SNAS738736,SNAS738727,2023-10-23,812.86,B&H Photo,2023-10-23,2025-10-22,Asus Care Protection,Standard,2025-05-10,2025-05-15,Manufacturing Defect,Device shut down unexpectedly and fails to power back on under normal conditions.,Manufacturing,18,165,0,True,True,True,True,True,False,0,True,False,False,False,Manual Review Required
CLM-00510,PRD-51793,Smart Watch Series 7,Electronics,Asus,ASU-ELE-200,SNAS663015,SNAS663015,SNAS663015,2023-04-24,479.86,BestBuy,2023-04-24,2025-04-23,Asus Care Protection,Standard,2024-04-11,2024-04-13,Component Failure,Sensor module stopped transmitting readings to the main board.,Manufacturing,11,377,0,True,True,False,True,True,False,1,False,False,False,False,Likely Valid
CLM-00511,PRD-24617,Smart Watch Series 7,Electronics,Dell,DEL-ELE-407,SNDE696985,SNDE696985,SNDE696985,2024-11-18,340.68,Target,2024-11-18,2026-11-18,Dell Care Protection,Standard,2026-01-02,2026-01-15,Display Defect,Backlight flickering continuously on left half of screen.,Manufacturing,13,320,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00512,PRD-77397,Smart Watch Series 7,Electronics,LG,LG-ELE-746,SNLG285107,SNLG285107,SNLG285107,2024-03-16,391.6,Target,2024-03-16,2026-03-16,LG Care Protection,Standard,2024-11-15,2024-11-29,Display Defect,Backlight flickering continuously on left half of screen.,Manufacturing,8,486,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00513,PRD-71670,Front-Load Washing Machine,Appliances,Whirlpool,WHI-APP-599,SNWH106833,SNWH106833,SNWH106833,2025-02-09,831.03,Direct Factory Outlet,2025-02-09,2028-02-09,Whirlpool Care Protection,Standard,2025-07-23,2025-08-05,Cosmetic Wear,Unspecified system degradation observed during normal operating routine.,Cosmetic Wear,5,931,0,True,True,True,True,True,False,0,False,False,True,False,Likely Invalid
CLM-00514,PRD-35374,Tablet 11-inch Display,Electronics,Asus,ASU-ELE-753,SNAS820328,SNAS820328,SNAS820328,2023-06-18,692.53,Amazon Electronics,2023-06-18,2025-06-17,Asus Care Protection,Standard,2024-05-27,2024-06-05,Physical Impact,Unspecified system degradation observed during normal operating routine.,Physical Impact,11,386,0,True,True,True,True,True,False,0,False,False,True,False,Likely Invalid
CLM-00515,PRD-84843,French Door Refrigerator,Appliances,Samsung,SAM-APP-801,SNSA414637,SNSA414630,SNSA414637,2023-08-29,1953.63,Lowe's,2023-08-29,2026-08-28,Samsung Care Protection,Standard,2024-10-25,2024-11-01,Motor Failure,Drive motor hums loudly but will not spin drum under normal load.,Manufacturing,13,672,0,True,True,True,True,True,False,0,True,False,False,False,Manual Review Required
CLM-00516,PRD-39979,Electronic Fuel Injector Kit,Automotive,Monroe,MON-AUT-769,SNMO724143,SNMO724143,SNMO724143,2024-02-13,489.51,O'Reilly Auto,2024-02-13,2026-02-12,AssureX Extended Guard,Extended,2025-08-13,2025-08-27,Material Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,17,183,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00517,PRD-10743,Smart Watch Series 7,Electronics,HP,HP-ELE-415,SNHP545957,SNHP545957,SNHP545957,2024-09-19,429.05,Target,2024-09-19,2026-09-19,HP Care Protection,Standard,2025-10-16,2025-10-27,Electrical Failure,No current flowing to main motor despite active input power.,Unauthorized Modification,12,338,3,False,True,True,True,True,False,1,False,False,True,True,Likely Invalid
CLM-00518,PRD-13103,Active Noise Cancelling Headphones,Electronics,Dell,DEL-ELE-777,SNDE851485,SNDE851485,SNDE851485,2024-05-14,266.66,B&H Photo,2024-05-14,2027-05-14,AssureX Extended Guard,Extended,2026-04-11,2026-04-20,Display Defect,Vertical colored line artifacts appeared across OLED panel without impact.,Unauthorized Modification,22,398,4,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-00519,PRD-72872,Mirrorless Camera Body,Electronics,Asus,ASU-ELE-209,SNAS178042,SNAS178042,SNAS178042,2024-12-30,1373.52,B&H Photo,2024-12-30,2026-12-30,Asus Care Protection,Standard,2026-06-11,2026-06-15,Software Malfunction,Main OS freezes on start screen; hardware diagnostic passes.,Unauthorized Modification,17,202,4,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-00520,PRD-47255,Heavy-Duty Clothes Dryer,Appliances,Whirlpool,WHI-APP-450,SNWH389455,SNWH389455,SNWH389455,2023-06-22,852.13,Costco,2023-06-22,2027-06-22,AssureX Extended Guard,Extended,2024-06-12,2024-06-27,Control Board Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,11,1105,1,True,True,False,True,True,True,1,False,False,False,False,Likely Valid
CLM-00521,PRD-42142,Heavy-Duty Starter Motor,Automotive,Monroe,MON-AUT-687,SNMO309709,SNMO309709,SNMO309709,2024-05-24,279.43,NAPA Auto Parts,2024-05-24,2025-05-24,Monroe Care Protection,Standard,2025-03-21,2025-03-26,Manufacturing Defect,Device shut down unexpectedly and fails to power back on under normal conditions.,Manufacturing,9,64,3,True,True,True,True,True,True,0,False,False,False,False,Manual Review Required
CLM-00522,PRD-38155,Tablet 11-inch Display,Electronics,Samsung,SAM-ELE-973,SNSA478776,SNSA478776,SNSA478776,2023-10-14,787.83,Target,2023-10-14,2025-10-13,Samsung Care Protection,Standard,2024-09-26,2024-09-30,Component Failure,Cooling fan bearing seized up leading to emergency thermal shutdown.,Manufacturing,11,382,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00523,PRD-61944,French Door Refrigerator,Appliances,KitchenAid,KIT-APP-243,SNKI224980,SNKI224980,SNKI224980,2025-01-25,1771.03,Costco,2025-01-25,2028-01-25,KitchenAid Care Protection,Standard,2025-06-27,2025-07-06,Compressor Failure,Compressor clicking repeatedly and unable to compress refrigerant.,Manufacturing,5,942,3,True,True,True,True,True,True,0,False,False,False,False,Manual Review Required
CLM-00524,PRD-74488,Electric Range Oven,Appliances,Whirlpool,WHI-APP-994,SNWH937055,SNWH937055,SNWH937055,2024-03-15,1078.91,Direct Factory Outlet,2024-03-15,2027-03-15,Whirlpool Care Protection,Standard,2026-06-06,2026-06-08,Control Board Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,26,282,0,True,True,False,True,True,False,1,False,False,False,False,Likely Valid
CLM-00525,PRD-89958,Electric Range Oven,Appliances,Maytag,MAY-APP-966,SNMA992847,SNMA992847,SNMA992847,2023-10-24,973.6,Costco,2023-10-24,2026-10-23,Maytag Care Protection,Standard,2025-06-20,2025-07-04,Compressor Failure,"Cooling cycle fails to start, compressor is non-responsive.",Manufacturing,19,490,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00526,PRD-12815,Electric Range Oven,Appliances,KitchenAid,KIT-APP-447,SNKI576102,SNKI576102,SNKI576102,2024-09-15,1167.19,Costco,2024-09-15,2027-09-15,KitchenAid Care Protection,Standard,2025-03-04,2025-03-14,Thermostat Malfunction,"Thermostat stuck open, temperature never reaches target threshold.",Manufacturing,5,925,0,True,True,False,True,True,False,1,False,False,False,False,Likely Valid
CLM-00527,PRD-69998,High Output Alternator,Automotive,Brembo,BRE-AUT-698,SNBR807304,SNBR807304,SNBR807304,2023-11-08,393.42,RockAuto,2023-11-08,2024-11-07,Brembo Care Protection,Standard,2024-07-02,2024-07-16,Seal or Gasket Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,7,128,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00528,PRD-26688,OLED 4K Smart TV,Electronics,Samsung,SAM-ELE-646,SNSA731160,SNSA731160,SNSA731160,2025-04-18,1473.36,BestBuy,2025-04-18,2027-04-18,Samsung Care Protection,Standard,2027-07-30,2027-08-11,Electrical Failure,Capacitor blown on the primary controller board without power surge.,Manufacturing,27,-103,0,True,True,True,True,True,False,0,False,False,False,False,Likely Invalid
CLM-00529,PRD-56575,ProBook Laptop 15-inch,Electronics,LG,LG-ELE-534,SNLG384245,SNLG384245,SNLG384245,2023-02-12,801.71,Amazon Electronics,2023-02-12,2025-02-11,LG Care Protection,Standard,2023-07-18,2023-08-01,Component Failure,Cooling fan bearing seized up leading to emergency thermal shutdown.,Unauthorized Modification,5,574,2,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-00530,PRD-36952,Gaming Desktop Rig,Electronics,Dell,DEL-ELE-150,SNDE568516,SNDE568516,SNDE568516,2024-08-14,1897.02,Amazon Electronics,2024-08-14,2026-08-14,Dell Care Protection,Standard,2026-10-17,2026-11-04,Display Defect,Vertical colored line artifacts appeared across OLED panel without impact.,Manufacturing,26,-64,0,True,True,True,True,True,False,0,False,False,False,False,Likely Invalid
CLM-00531,PRD-64411,Galaxy Ultra Smartphone,Electronics,Dell,DEL-ELE-600,SNDE876619,SNDE876619,SNDE876619,2023-10-24,1090.85,B&H Photo,2023-10-24,2025-10-23,Dell Care Protection,Standard,2024-03-27,2024-04-09,Display Defect,Vertical colored line artifacts appeared across OLED panel without impact.,Manufacturing,5,575,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00532,PRD-56488,French Door Refrigerator,Appliances,Whirlpool,WHI-APP-489,SNWH942438,SNWH942438,SNWH942438,2024-07-13,1628.81,Home Depot,2024-07-13,2027-07-13,Whirlpool Care Protection,Standard,2025-02-28,2025-03-07,Control Board Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,7,865,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00533,PRD-28446,Smart Dishwasher 24-inch,Appliances,Whirlpool,WHI-APP-847,SNWH778805,SNWH778805,SNWH778805,2024-01-22,906.7,Home Depot,2024-01-22,2027-01-21,Whirlpool Care Protection,Standard,2026-02-02,2026-02-03,Motor Failure,"Motor winding resistance out of spec, causing tripping.",Manufacturing,24,353,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00534,PRD-90944,Active Noise Cancelling Headphones,Electronics,Sony,SON-ELE-987,SNSO875788,SNSO875788,SNSO875788,2024-10-06,312.03,B&H Photo,2024-10-06,2026-10-06,Sony Care Protection,Standard,2025-08-25,2025-08-28,Electrical Failure,Capacitor blown on the primary controller board without power surge.,Electrical,10,407,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00535,PRD-75215,Front-Load Washing Machine,Appliances,KitchenAid,KIT-APP-473,SNKI214705,SNKI214705,SNKI214705,2023-11-14,989.93,Home Depot,2023-11-14,2026-11-13,KitchenAid Care Protection,Standard,2026-01-16,2026-01-30,Compressor Failure,"Cooling cycle fails to start, compressor is non-responsive.",Unauthorized Modification,26,301,4,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-00536,PRD-63432,Smart Dishwasher 24-inch,Appliances,Whirlpool,WHI-APP-129,SNWH593357,SNWH593357,SNWH593357,2023-03-14,647.77,Lowe's,2023-03-14,2027-03-14,AssureX Extended Guard,Extended,2026-03-23,2026-03-26,Motor Failure,Drive motor hums loudly but will not spin drum under normal load.,Manufacturing,36,356,3,True,True,True,True,True,True,0,False,False,False,True,Manual Review Required
CLM-00537,PRD-70874,Galaxy Ultra Smartphone,Electronics,Dell,DEL-ELE-529,SNDE169547,SNDE169547,SNDE169547,2024-10-06,894.07,Target,2024-10-06,2027-10-06,AssureX Extended Guard,Extended,2025-08-03,2025-08-17,Display Defect,Backlight flickering continuously on left half of screen.,Manufacturing,9,794,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00538,PRD-97612,Front-Load Washing Machine,Appliances,LG,LG-APP-430,SNLG788258,SNLG788258,SNLG788258,2023-05-30,906.1,Direct Factory Outlet,2023-05-30,2027-05-30,AssureX Extended Guard,Extended,2025-05-22,2025-06-03,Electrical Wiring Defect,Unspecified system degradation observed during normal operating routine.,Electrical,23,738,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
