claim_id,product_id,product_name,product_category,brand,model_number,serial_number_entered,serial_number_on_receipt,serial_number_on_warranty_card,purchase_date,purchase_price,retailer,warranty_start,warranty_end,warranty_provider,warranty_type,fault_date,claim_submission_date,fault_type,fault_description,damage_type,product_age_months,remaining_warranty_days,repair_history_count,previous_repair_authorized,receipt_uploaded,warranty_card_uploaded,product_image_uploaded,fault_evidence_uploaded,repair_report_uploaded,missing_doc_count,serial_mismatch_flag,date_contradiction_flag,excluded_damage,duplicate_claim_flag,class_label
CLM-00272,PRD-77329,Active Noise Cancelling Headphones,Electronics,Apple,APP-ELE-279,SNAP178771,SNAP178771,SNAP178771,2024-07-02,279.11,Amazon Electronics,2024-07-02,2026-07-02,Apple Care Protection,Standard,2025-05-23,2025-05-31,Component Failure,Cooling fan bearing seized up leading to emergency thermal shutdown.,Manufacturing,10,405,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00224,PRD-94153,Convection Microwave Oven,Appliances,LG,LG-APP-403,SNLG311824,SNLG311824,SNLG311824,2023-02-28,291.41,Lowe's,2023-02-28,2026-02-27,LG Care Protection,Standard,2025-01-31,2025-02-03,Compressor Failure,Compressor clicking repeatedly and unable to compress refrigerant.,Unauthorized Modification,23,392,3,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-01865,PRD-47559,ProBook Laptop 15-inch,Electronics,LG,LG-ELE-649,SNLG625862,SNLG625862,SNLG625862,2024-11-28,1025.29,Direct Manufacturer Store,2024-11-28,2026-11-28,LG Care Protection,Standard,2025-09-01,2025-09-04,Manufacturing Defect,Factory assembly defect leading to unprovoked system failure.,Manufacturing,9,453,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00453,PRD-97621,Electric Range Oven,Appliances,Maytag,MAY-APP-719,SNMA390704,SNMA390704,SNMA390704,2025-01-05,1360.33,Direct Factory Outlet,2025-01-05,2028-01-05,Maytag Care Protection,Standard,2025-02-09,2025-02-22,Power Surge Damage,Unspecified system degradation observed during normal operating routine.,Power Surge Damage,1,1060,0,True,True,True,True,True,False,0,False,False,True,False,Likely Invalid
CLM-01093,PRD-39678,Heavy-Duty Starter Motor,Automotive,ACDelco,ACD-AUT-951,SNAC792997,SNAC792997,SNAC792997,2025-01-19,243.12,O'Reilly Auto,2025-01-19,2026-01-19,ACDelco Care Protection,Standard,2025-04-08,2025-04-17,Seal or Gasket Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,2,286,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00622,PRD-64571,ProBook Laptop 15-inch,Electronics,LG,LG-ELE-340,SNLG643962,SNLG643962,SNLG643962,2025-01-31,1043.23,Amazon Electronics,2025-01-31,2027-01-31,LG Care Protection,Standard,2025-10-24,2025-11-04,Electrical Failure,Capacitor blown on the primary controller board without power surge.,Electrical,8,464,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01398,PRD-85804,French Door Refrigerator,Appliances,GE Appliances,GE -APP-206,SNGE519909,SNGE519909,SNGE519909,2023-05-09,1366.67,Sears Appliance Outlet,2023-05-09,2026-05-08,GE Appliances Care Protection,Standard,2026-08-15,2026-08-22,Manufacturing Defect,Device shut down unexpectedly and fails to power back on under normal conditions.,Manufacturing,39,-99,0,True,True,True,True,True,False,0,False,False,False,False,Likely Invalid
CLM-02288,PRD-21795,Electric Range Oven,Appliances,KitchenAid,KIT-APP-341,SNKI236772,SNKI236772,SNKI236772,2023-09-02,939.79,Home Depot,2023-09-02,2026-09-01,KitchenAid Care Protection,Standard,2025-03-08,2025-03-09,Cosmetic Wear,Unspecified system degradation observed during normal operating routine.,Cosmetic Wear,18,542,0,True,True,True,True,True,False,0,False,False,True,False,Likely Invalid
CLM-00712,PRD-24113,French Door Refrigerator,Appliances,Whirlpool,WHI-APP-160,SNWH716230,SNWH716230,SNWH716230,2024-11-28,1920.09,Lowe's,2024-11-28,2027-11-28,Whirlpool Care Protection,Standard,2025-10-10,2025-10-22,Manufacturing Defect,Factory assembly defect leading to unprovoked system failure.,Manufacturing,10,779,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00310,PRD-45628,Heavy-Duty Starter Motor,Automotive,Monroe,MON-AUT-826,SNMO338356,SNMO338356,SNMO338356,2023-05-23,265.06,Advance Auto Parts,2023-05-23,2025-05-22,AssureX Extended Guard,Extended,2023-11-12,2023-11-24,Premature Wear,"Brake pad friction compound deteriorated within 2,000 miles of highway driving.",Manufacturing,5,557,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01847,PRD-96153,French Door Refrigerator,Appliances,Samsung,SAM-APP-927,SNSA934367,SNSA934367,SNSA934367,2023-03-14,1653.0,Direct Factory Outlet,2023-03-14,2026-03-13,Samsung Care Protection,Standard,2025-02-08,2025-02-13,Electrical Wiring Defect,Unspecified system degradation observed during normal operating routine.,Electrical,22,398,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01976,PRD-69864,Tablet 11-inch Display,Electronics,Sony,SON-ELE-948,SNSO625863,SNSO625863,SNSO625863,2024-02-12,561.53,Amazon Electronics,2024-02-12,2026-02-11,Sony Care Protection,Standard,2024-12-20,2024-12-27,Display Defect,Vertical colored line artifacts appeared across OLED panel without impact.,Manufacturing,10,418,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01927,PRD-81999,High Output Alternator,Automotive,Bosch Auto,BOS-AUT-654,SNBO551283,SNBO551283,SNBO551283,2023-12-01,338.04,Advance Auto Parts,2023-12-01,2024-11-30,Bosch Auto Care Protection,Standard,2024-05-20,2024-05-22,Electrical Component Failure,Unspecified system degradation observed during normal operating routine.,Electrical,5,194,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00317,PRD-84304,Active Noise Cancelling Headphones,Electronics,Lenovo,LEN-ELE-313,SNLE740037,SNLE740037,SNLE740037,2025-02-11,305.97,Amazon Electronics,2025-02-11,2027-02-11,Lenovo Care Protection,Standard,2027-02-13,2027-02-16,Display Defect,Vertical colored line artifacts appeared across OLED panel without impact.,Manufacturing,24,-2,0,True,True,True,True,True,False,0,False,False,False,False,Manual Review Required
CLM-02259,PRD-47321,Smart Watch Series 7,Electronics,Dell,DEL-ELE-506,SNDE533284,SNDE533284,SNDE533284,2023-08-12,346.34,BestBuy,2023-08-12,2026-08-11,AssureX Extended Guard,Extended,2024-11-22,2024-11-23,Electrical Failure,Capacitor blown on the primary controller board without power surge.,Manufacturing,15,627,0,True,False,True,True,True,False,1,False,False,False,False,Likely Invalid
CLM-00925,PRD-65323,French Door Refrigerator,Appliances,LG,LG-APP-805,SNLG148315,SNLG148315,SNLG148315,2024-02-22,1638.98,Costco,2024-02-22,2027-02-21,LG Care Protection,Standard,2024-10-18,2024-10-19,Control Board Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,7,856,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01217,PRD-11130,High Output Alternator,Automotive,ACDelco,ACD-AUT-668,SNAC266748,SNAC266748,SNAC266748,2023-06-15,312.48,O'Reilly Auto,2023-06-15,2024-06-14,ACDelco Care Protection,Standard,2024-02-07,2024-02-10,Material Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,7,128,0,True,False,True,True,True,False,1,False,False,False,False,Likely Invalid
CLM-00455,PRD-72190,Active Noise Cancelling Headphones,Electronics,Samsung,SAM-ELE-673,SNSA512349,SNSA512349,SNSA512349,2024-07-05,280.26,Target,2024-07-05,2026-07-05,Samsung Care Protection,Standard,2026-01-29,2026-01-31,Display Defect,Vertical colored line artifacts appeared across OLED panel without impact.,Manufacturing,18,157,0,True,False,True,True,True,False,1,False,False,False,False,Likely Invalid
CLM-00959,PRD-34070,Convection Microwave Oven,Appliances,Bosch,BOS-APP-420,SNBO367495,SNBO367495,SNBO367495,2024-03-20,288.64,Costco,2024-03-20,2027-03-20,Bosch Care Protection,Standard,2025-12-14,2025-12-23,Compressor Failure,Compressor clicking repeatedly and unable to compress refrigerant.,Manufacturing,20,461,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01381,PRD-34336,ABS Wheel Speed Sensor,Automotive,ACDelco,ACD-AUT-390,SNAC449444,SNAC449444,SNAC449444,2025-02-16,85.55,O'Reilly Auto,2025-02-16,2027-02-16,AssureX Extended Guard,Extended,2025-11-04,2025-11-17,Material Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,8,469,1,True,True,True,True,True,True,0,False,False,False,False,Likely Valid
CLM-01184,PRD-95551,Electronic Fuel Injector Kit,Automotive,ACDelco,ACD-AUT-538,SNAC362848,SNAC362848,SNAC362848,2024-08-09,379.87,NAPA Auto Parts,2024-08-09,2025-08-09,ACDelco Care Protection,Standard,2024-11-07,2024-11-15,Manufacturing Defect,Internal solder joint loosened causing intermittent power disconnects.,Manufacturing,2,275,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00290,PRD-82371,Mirrorless Camera Body,Electronics,Asus,ASU-ELE-410,SNAS993884,SNAS993884,SNAS993884,2023-07-05,1360.3,B&H Photo,2023-07-05,2025-07-04,Asus Care Protection,Standard,2024-02-13,2024-02-14,Display Defect,Vertical colored line artifacts appeared across OLED panel without impact.,Manufacturing,7,507,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01902,PRD-65159,French Door Refrigerator,Appliances,Maytag,MAY-APP-316,SNMA750333,SNMA750333,SNMA750333,2023-02-07,1852.35,Direct Factory Outlet,2023-02-07,2026-02-06,Maytag Care Protection,Standard,2024-02-10,2024-02-23,Motor Failure,"Motor winding resistance out of spec, causing tripping.",Manufacturing,12,727,0,True,False,True,True,True,False,1,False,False,False,False,Likely Invalid
CLM-00967,PRD-51018,Tablet 11-inch Display,Electronics,Dell,DEL-ELE-440,SNDE676966,SNDE676976,SNDE676966,2024-12-21,695.66,Direct Manufacturer Store,2024-12-21,2027-12-21,AssureX Extended Guard,Extended,2025-07-31,2025-08-07,Display Defect,Vertical colored line artifacts appeared across OLED panel without impact.,Manufacturing,7,873,0,True,True,True,True,True,False,0,True,False,False,False,Manual Review Required
CLM-01899,PRD-78539,French Door Refrigerator,Appliances,Samsung,SAM-APP-129,SNSA617107,SNSA617107,SNSA617107,2023-01-14,1429.18,Sears Appliance Outlet,2023-01-14,2026-01-13,Samsung Care Protection,Standard,2023-06-27,2023-07-02,Control Board Failure,Unspecified system degradation observed during normal operating routine.,Unauthorized Modification,5,931,2,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-01938,PRD-10905,Active Noise Cancelling Headphones,Electronics,Dell,DEL-ELE-834,SNDE594440,SNDE594440,SNDE594440,2025-04-23,330.35,BestBuy,2025-04-23,2027-04-23,Dell Care Protection,Standard,2027-03-24,2027-03-28,Physical Impact,Unspecified system degradation observed during normal operating routine.,Physical Impact,22,30,0,True,True,True,True,True,False,0,False,False,True,False,Likely Invalid
CLM-01700,PRD-75557,French Door Refrigerator,Appliances,Samsung,SAM-APP-374,SNSA877547,SNSA877547,SNSA877547,2023-06-04,1784.74,Sears Appliance Outlet,2023-06-04,2027-06-04,AssureX Extended Guard,Extended,2027-07-18,2027-07-31,Manufacturing Defect,Factory assembly defect leading to unprovoked system failure.,Manufacturing,49,-44,0,True,True,True,True,True,False,0,False,False,False,False,Likely Invalid
CLM-01182,PRD-79478,High Output Alternator,Automotive,Bosch Auto,BOS-AUT-200,SNBO610316,SNBO610316,SNBO610316,2023-01-25,332.25,Advance Auto Parts,2023-01-25,2024-01-25,Bosch Auto Care Protection,Standard,2023-07-11,2023-07-16,Manufacturing Defect,Factory assembly defect leading to unprovoked system failure.,Manufacturing,5,198,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-02366,PRD-67732,Gaming Desktop Rig,Electronics,Dell,DEL-ELE-843,SNDE189022,SNDE189059,SNDE189022,2024-10-05,1874.58,B&H Photo,2024-10-05,2026-10-05,Dell Care Protection,Standard,2026-04-08,2026-04-11,Electrical Failure,Internal circuit shorted during regular use with standard power supply.,Manufacturing,18,180,0,True,True,True,True,True,False,0,True,False,False,False,Manual Review Required
CLM-02303,PRD-85479,French Door Refrigerator,Appliances,Bosch,BOS-APP-179,SNBO210365,SNBO210365,SNBO210365,2024-02-16,1659.0,Sears Appliance Outlet,2024-02-16,2027-02-15,Bosch Care Protection,Standard,2026-03-02,2026-03-08,Thermostat Malfunction,Temperature reading fluctuating wildly causing erratic operation.,Manufacturing,24,350,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00504,PRD-86445,Convection Microwave Oven,Appliances,LG,LG-APP-363,SNLG767693,SNLG767693,SNLG767693,2024-04-15,301.17,Lowe's,2024-04-15,2027-04-15,LG Care Protection,Standard,2026-05-17,2026-05-18,Compressor Failure,"Cooling cycle fails to start, compressor is non-responsive.",Manufacturing,25,333,1,True,True,True,True,True,True,0,False,False,False,False,Likely Valid
CLM-01211,PRD-67883,Mirrorless Camera Body,Electronics,Samsung,SAM-ELE-343,SNSA798551,SNSA798551,SNSA798551,2025-01-23,1720.46,Direct Manufacturer Store,2025-01-23,2028-01-23,AssureX Extended Guard,Extended,2025-12-05,2025-12-10,Component Failure,Sensor module stopped transmitting readings to the main board.,Electrical Failure,10,779,0,True,True,True,True,False,False,1,False,False,False,False,Manual Review Required
CLM-01758,PRD-48708,Galaxy Ultra Smartphone,Electronics,Sony,SON-ELE-127,SNSO659746,SNSO659746,SNSO659746,2024-09-24,1089.93,B&H Photo,2024-09-24,2026-09-24,Sony Care Protection,Standard,2025-09-18,2025-09-22,Cosmetic Damage,Surface scratches and paint chip on front door bezel.,Cosmetic Damage,11,371,0,True,True,True,True,True,False,0,False,False,True,False,Likely Invalid
CLM-00358,PRD-69301,Galaxy Ultra Smartphone,Electronics,Apple,APP-ELE-233,SNAP329412,SNAP329412,SNAP329412,2025-03-08,1215.46,Target,2025-03-08,2027-03-08,Apple Care Protection,Standard,2026-07-29,2026-08-05,Electrical Failure,Internal circuit shorted during regular use with standard power supply.,Electrical,16,222,1,True,True,False,True,True,True,1,False,False,False,False,Likely Valid
CLM-01390,PRD-27144,Front-Load Washing Machine,Appliances,Whirlpool,WHI-APP-123,SNWH621250,SNWH621250,SNWH621250,2024-08-12,996.68,Costco,2024-08-12,2027-08-12,Whirlpool Care Protection,Standard,2025-08-17,2025-08-18,Manufacturing Defect,Internal solder joint loosened causing intermittent power disconnects.,Component Failure,12,725,1,False,True,True,True,True,False,1,False,False,False,False,Manual Review Required
CLM-00623,PRD-26794,ProBook Laptop 15-inch,Electronics,Samsung,SAM-ELE-642,SNSA395590,SNSA395590,SNSA395590,2024-07-28,838.47,B&H Photo,2024-07-28,2027-07-28,AssureX Extended Guard,Extended,2025-03-13,2025-03-14,Component Failure,Sensor module stopped transmitting readings to the main board.,Manufacturing,7,867,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00996,PRD-74798,Active Noise Cancelling Headphones,Electronics,Samsung,SAM-ELE-881,SNSA517329,SNSA517389,SNSA517329,2023-09-13,297.26,BestBuy,2023-09-13,2025-09-12,Samsung Care Protection,Standard,2024-02-14,2024-02-18,Component Failure,Cooling fan bearing seized up leading to emergency thermal shutdown.,Manufacturing,5,576,0,True,True,True,True,True,False,0,True,False,False,False,Manual Review Required
CLM-02098,PRD-65755,French Door Refrigerator,Appliances,Maytag,MAY-APP-580,SNMA664117,SNMA664117,SNMA664117,2023-08-17,1923.67,Sears Appliance Outlet,2023-08-17,2026-08-16,Maytag Care Protection,Standard,2025-05-02,2025-05-04,Electrical Wiring Defect,Unspecified system degradation observed during normal operating routine.,Electrical,20,471,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01025,PRD-36743,ProBook Laptop 15-inch,Electronics,Sony,SON-ELE-854,SNSO473053,SNSO473053,SNSO473053,2024-12-17,758.76,BestBuy,2024-12-17,2026-12-17,Sony Care Protection,Standard,2026-01-15,2026-01-24,Display Defect,Vertical colored line artifacts appeared across OLED panel without impact.,Unauthorized Modification,12,336,3,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-00619,PRD-64997,Convection Microwave Oven,Appliances,Samsung,SAM-APP-256,SNSA248984,SNSA248984,SNSA248984,2023-02-08,366.45,Costco,2023-02-08,2026-02-07,Samsung Care Protection,Standard,2023-01-12,2023-02-17,Thermostat Malfunction,"Thermostat stuck open, temperature never reaches target threshold.",Manufacturing,0,1122,0,True,True,True,True,True,False,0,False,True,False,True,Manual Review Required
CLM-01729,PRD-88629,Heavy-Duty Clothes Dryer,Appliances,Samsung,SAM-APP-198,SNSA990848,SNSA990848,SNSA990848,2023-08-20,696.02,Lowe's,2023-08-20,2027-08-20,AssureX Extended Guard,Extended,2026-07-25,2026-08-03,Electrical Wiring Defect,Unspecified system degradation observed during normal operating routine.,Electrical,35,391,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-02149,PRD-98923,Convection Microwave Oven,Appliances,Maytag,MAY-APP-989,SNMA141458,SNMA141458,SNMA141458,2023-09-25,399.11,Lowe's,2023-09-25,2026-09-24,Maytag Care Protection,Standard,2025-12-15,2025-12-29,Electrical Wiring Defect,Unspecified system degradation observed during normal operating routine.,Electrical,26,283,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00700,PRD-35383,Smart Dishwasher 24-inch,Appliances,Whirlpool,WHI-APP-112,SNWH239399,SNWH239399,SNWH239399,2024-10-10,695.85,Direct Factory Outlet,2024-10-10,2027-10-10,Whirlpool Care Protection,Standard,2026-04-15,2026-04-19,Manufacturing Defect,Device shut down unexpectedly and fails to power back on under normal conditions.,Component Failure,18,543,1,False,True,True,True,True,False,1,False,False,False,False,Manual Review Required
CLM-00979,PRD-31925,Tablet 11-inch Display,Electronics,Lenovo,LEN-ELE-108,SNLE416985,SNLE416985,SNLE416985,2024-12-05,720.78,Target,2024-12-05,2026-12-05,Lenovo Care Protection,Standard,2025-06-25,2025-07-02,Water Damage,Liquid spilled directly into top vents while device was operating.,Water Damage,6,528,0,True,True,True,True,True,False,0,False,False,True,False,Likely Invalid
CLM-01191,PRD-62972,Smart Dishwasher 24-inch,Appliances,GE Appliances,GE -APP-216,SNGE402986,SNGE402986,SNGE402986,2025-05-09,717.96,Direct Factory Outlet,2025-05-09,2028-05-08,GE Appliances Care Protection,Standard,2028-08-31,2028-09-07,Manufacturing Defect,Internal solder joint loosened causing intermittent power disconnects.,Manufacturing,39,-115,0,True,True,True,True,True,False,0,False,False,False,False,Likely Invalid
CLM-00726,PRD-12389,High Output Alternator,Automotive,Brembo,BRE-AUT-497,SNBR945783,SNBR945783,SNBR945783,2023-05-15,314.74,O'Reilly Auto,2023-05-15,2024-05-14,Brembo Care Protection,Standard,2023-08-18,2023-08-21,Material Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,3,270,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00802,PRD-16280,Active Noise Cancelling Headphones,Electronics,Samsung,SAM-ELE-933,SNSA741613,SNSA741613,SNSA741613,2023-04-13,275.5,BestBuy,2023-04-13,2026-04-12,AssureX Extended Guard,Extended,2025-03-17,2025-03-18,Display Defect,Backlight flickering continuously on left half of screen.,Manufacturing,23,391,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00242,PRD-52667,Smart Dishwasher 24-inch,Appliances,Maytag,MAY-APP-117,SNMA764563,SNMA764563,SNMA764563,2024-11-21,745.56,Home Depot,2024-11-21,2027-11-21,Maytag Care Protection,Standard,2027-03-20,2027-04-01,Electrical Wiring Defect,Unspecified system degradation observed during normal operating routine.,Unauthorized Modification,27,246,2,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-00148,PRD-31895,French Door Refrigerator,Appliances,GE Appliances,GE -APP-943,SNGE689795,SNGE689795,SNGE689795,2023-07-03,1386.86,Home Depot,2023-07-03,2026-07-02,GE Appliances Care Protection,Standard,2024-06-18,2024-06-30,Compressor Failure,"Cooling cycle fails to start, compressor is non-responsive.",Manufacturing,11,744,0,True,False,True,True,True,False,1,False,False,False,False,Likely Invalid
CLM-01600,PRD-58033,Smart Watch Series 7,Electronics,Asus,ASU-ELE-409,SNAS200151,SNAS200151,SNAS200151,2023-04-29,371.67,Amazon Electronics,2023-04-29,2025-04-28,Asus Care Protection,Standard,2023-08-20,2023-08-23,Software Malfunction,Main OS freezes on start screen; hardware diagnostic passes.,Manufacturing,3,617,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01441,PRD-42198,OLED 4K Smart TV,Electronics,Sony,SON-ELE-864,SNSO356734,SNSO356734,SNSO356734,2025-04-15,1237.71,B&H Photo,2025-04-15,2027-04-15,Sony Care Protection,Standard,2025-12-04,2025-12-16,Manufacturing Defect,Internal solder joint loosened causing intermittent power disconnects.,Manufacturing,7,497,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-02094,PRD-89207,Convection Microwave Oven,Appliances,Samsung,SAM-APP-719,SNSA566039,SNSA566039,SNSA566039,2023-05-27,320.0,Sears Appliance Outlet,2023-05-27,2027-05-27,AssureX Extended Guard,Extended,2024-10-22,2024-11-01,Motor Failure,Drive motor hums loudly but will not spin drum under normal load.,Electrical Failure,16,947,0,True,True,True,True,False,False,1,False,False,False,False,Manual Review Required
CLM-00350,PRD-69347,Smart Watch Series 7,Electronics,Asus,ASU-ELE-147,SNAS387745,SNAS387745,SNAS387745,2023-09-23,406.38,BestBuy,2023-09-23,2025-09-22,Asus Care Protection,Standard,2024-11-07,2024-11-14,Electrical Failure,Internal circuit shorted during regular use with standard power supply.,Electrical,13,319,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-02227,PRD-74894,OLED 4K Smart TV,Electronics,HP,HP-ELE-394,SNHP701071,SNHP701071,SNHP701071,2025-04-02,1319.14,Direct Manufacturer Store,2025-04-02,2027-04-02,HP Care Protection,Standard,2025-09-26,2025-10-04,Software Malfunction,Main OS freezes on start screen; hardware diagnostic passes.,Unauthorized Modification,5,553,3,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-00203,PRD-71866,Electronic Fuel Injector Kit,Automotive,Brembo,BRE-AUT-515,SNBR961784,SNBR961784,SNBR961784,2025-03-07,454.43,AutoZone,2025-03-07,2026-03-07,Brembo Care Protection,Standard,2025-07-31,2025-08-04,Premature Wear,"Brake pad friction compound deteriorated within 2,000 miles of highway driving.",Unauthorized Modification,4,219,3,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-01227,PRD-19104,Electric Range Oven,Appliances,Bosch,BOS-APP-146,SNBO958562,SNBO958562,SNBO958562,2025-01-05,1057.08,Costco,2025-01-05,2028-01-05,Bosch Care Protection,Standard,2024-12-27,2025-01-24,Manufacturing Defect,Device shut down unexpectedly and fails to power back on under normal conditions.,Manufacturing,0,1104,0,True,True,True,True,True,False,0,False,True,False,False,Manual Review Required
CLM-01309,PRD-19101,Tablet 11-inch Display,Electronics,Asus,ASU-ELE-546,SNAS696004,SNAS696004,SNAS696004,2023-11-10,731.83,Direct Manufacturer Store,2023-11-10,2025-11-09,Asus Care Protection,Standard,2024-04-30,2024-05-01,Manufacturing Defect,Internal solder joint loosened causing intermittent power disconnects.,Manufacturing,5,558,1,True,True,True,True,True,True,0,False,False,False,False,Likely Valid
CLM-01541,PRD-51050,Heavy-Duty Starter Motor,Automotive,ACDelco,ACD-AUT-590,SNAC128535,SNAC128535,SNAC128535,2024-08-08,308.54,NAPA Auto Parts,2024-08-08,2026-08-08,AssureX Extended Guard,Extended,2025-09-24,2025-10-03,Electrical Component Failure,Unspecified system degradation observed during normal operating routine.,Electrical,13,318,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-02286,PRD-95250,Electric Range Oven,Appliances,Whirlpool,WHI-APP-770,SNWH861346,SNWH861346,SNWH861346,2024-11-29,1034.98,Home Depot,2024-11-29,2028-11-29,AssureX Extended Guard,Extended,2026-04-11,2026-04-22,Compressor Failure,Compressor clicking repeatedly and unable to compress refrigerant.,Manufacturing,16,963,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01690,PRD-28765,Mirrorless Camera Body,Electronics,Sony,SON-ELE-270,SNSO479699,SNSO479699,SNSO479699,2025-04-02,1435.54,B&H Photo,2025-04-02,2027-04-02,Sony Care Protection,Standard,2025-03-15,2025-04-21,Component Failure,Cooling fan bearing seized up leading to emergency thermal shutdown.,Manufacturing,0,748,0,True,True,True,True,True,False,0,False,True,False,False,Manual Review Required
CLM-01371,PRD-47947,Active Noise Cancelling Headphones,Electronics,HP,HP-ELE-165,SNHP240522,SNHP240522,SNHP240522,2023-01-22,335.98,BestBuy,2023-01-22,2025-01-21,HP Care Protection,Standard,2023-10-28,2023-11-05,Component Failure,Cooling fan bearing seized up leading to emergency thermal shutdown.,Manufacturing,9,451,0,True,False,True,True,True,False,1,False,False,False,False,Likely Invalid
CLM-01494,PRD-61967,Galaxy Ultra Smartphone,Electronics,Dell,DEL-ELE-942,SNDE245830,SNDE245830,SNDE245830,2024-06-29,1085.01,B&H Photo,2024-06-29,2026-06-29,Dell Care Protection,Standard,2025-07-16,2025-07-25,Component Failure,Cooling fan bearing seized up leading to emergency thermal shutdown.,Manufacturing,12,348,0,True,True,False,True,True,False,1,False,False,False,False,Likely Valid
CLM-01718,PRD-55450,Heavy-Duty Clothes Dryer,Appliances,Bosch,BOS-APP-896,SNBO804505,SNBO804505,SNBO804505,2023-09-29,868.79,Lowe's,2023-09-29,2027-09-29,AssureX Extended Guard,Extended,2025-09-12,2025-09-20,Power Surge Damage,Unspecified system degradation observed during normal operating routine.,Power Surge Damage,23,747,0,True,True,True,True,True,False,0,False,False,True,False,Likely Invalid
CLM-00261,PRD-74283,Heavy-Duty Starter Motor,Automotive,Monroe,MON-AUT-774,SNMO660046,SNMO660046,SNMO660046,2024-05-01,267.27,RockAuto,2024-05-01,2025-05-01,Monroe Care Protection,Standard,2024-07-20,2024-07-31,Environmental Corrosion,Unspecified system degradation observed during normal operating routine.,Environmental Corrosion,2,285,0,True,True,True,True,True,False,0,False,False,True,False,Likely Invalid
CLM-00287,PRD-83445,Ceramic Brake Pad Set,Automotive,Denso,DEN-AUT-230,SNDE301019,SNDE301019,SNDE301019,2024-06-23,122.07,O'Reilly Auto,2024-06-23,2025-06-23,Denso Care Protection,Standard,2024-09-21,2024-09-28,Manufacturing Defect,Internal solder joint loosened causing intermittent power disconnects.,Unauthorized Modification,2,275,3,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-01989,PRD-67045,Gaming Desktop Rig,Electronics,Apple,APP-ELE-452,SNAP585662,SNAP585662,SNAP585662,2023-12-04,1956.8,Direct Manufacturer Store,2023-12-04,2025-12-03,Apple Care Protection,Standard,2024-09-23,2024-10-02,Component Failure,Cooling fan bearing seized up leading to emergency thermal shutdown.,Manufacturing,9,436,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-02438,PRD-98786,OLED 4K Smart TV,Electronics,Lenovo,LEN-ELE-753,SNLE655565,SNLE655565,SNLE655565,2025-05-20,1160.26,B&H Photo,2025-05-20,2027-05-20,Lenovo Care Protection,Standard,2026-03-13,2026-03-17,Component Failure,Cooling fan bearing seized up leading to emergency thermal shutdown.,Manufacturing,9,433,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01880,PRD-56327,Smart Watch Series 7,Electronics,HP,HP-ELE-813,SNHP709606,SNHP709606,SNHP709606,2025-02-07,445.73,B&H Photo,2025-02-07,2027-02-07,HP Care Protection,Standard,2026-03-13,2026-03-19,Display Defect,Vertical colored line artifacts appeared across OLED panel without impact.,Manufacturing,13,331,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
